Title,Artist,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
She's So Cold - Remastered,The Rolling Stones,6l9gVPHFaUfigHEiWqSh45,0.756,0.843,0,-5.315,1,0.0476,0.4,0.0104,0.0654,0.841,139.51,253507
Start Me Up - Remastered 2009,The Rolling Stones,7HKez549fwJQDzx3zLjHKC,0.631,0.932,5,-4.142,1,0.0354,0.0436,0.137,0.0918,0.971,122.429,213067
Hang Fire - Remastered,The Rolling Stones,5HcTLesmMaPr0CkwdbtK0o,0.461,0.906,9,-4.369,1,0.0356,0.0299,0.0104,0.319,0.939,152.206,141093
Hang Fire - Remastered,Bob Clearmountain,5HcTLesmMaPr0CkwdbtK0o,0.461,0.906,9,-4.369,1,0.0356,0.0299,0.0104,0.319,0.939,152.206,141093
Waiting On A Friend - Remastered 2009,The Rolling Stones,4Wd9pEtEnZNDjgiswGOpJb,0.606,0.794,0,-6.042,1,0.0282,0.157,0.0406,0.568,0.911,116.93,274227
Jumpin' Jack Flash - (Original Single Mono Version),The Rolling Stones,6YEq8UF9EYlMrIVWc35CPH,0.6,0.91,3,-6.98,1,0.0497,0.0406,0.561,0.0642,0.619,137.361,217973
Honky Tonk Women - (Original Single Stereo Version),The Rolling Stones,3H6ZgktntZd2oCinY84HYT,0.559,0.766,7,-6.714,1,0.0589,0.421,0.0242,0.0541,0.965,120.465,179413
Working Man,Rush,1gkn90ExKRNAOlhDs4RoW0,0.202,0.835,9,-11.04,1,0.0599,0.00383,0.0388,0.126,0.661,156.883,429973
Fly By Night,Rush,54TaGh2JKs1pO9daXNXI5q,0.501,0.702,7,-8.543,1,0.0671,0.0872,0.000994,0.0671,0.58,139.095,202200
2112: Overture / The Temples Of Syrinx / Discovery / Presentation / Oracle / Soliloquy / Grand Finale - Medley,Rush,5H8xFHau0x3PI1CssO6EaX,0.344,0.79,2,-7.456,1,0.0983,0.0823,0.0017,0.187,0.202,133.186,1233667
Closer To The Heart,Rush,4u3oXuVeOGoByIMz9pnOKf,0.373,0.809,2,-9.189,1,0.0744,0.115,1.94e-06,0.653,0.539,145.045,171960
The Trees,Rush,0a2tqdseoq3r847YBF6R9J,0.445,0.615,2,-13.585,1,0.0395,0.152,0.0182,0.135,0.321,136.57,283733
The Spirit Of Radio,Rush,4e9hUiLsN4mx61ARosFi7p,0.365,0.924,4,-7.066,1,0.0488,0.0144,0.000254,0.423,0.632,135.811,296467
Freewill,Rush,2XwYeBzumtjxVbFWwhJpsy,0.485,0.935,2,-7.005,1,0.0696,0.0113,3.89e-05,0.331,0.68,155.61,321800
La Villa Strangiato,Rush,53yjU4vJquCLPRJ5fG2Joq,0.356,0.51,0,-14.068,1,0.0357,0.00056,0.62,0.0583,0.15,142.478,577347
Tom Sawyer,Rush,3QZ7uX97s82HFYSmQUAN1D,0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,276880
Red Barchetta,Rush,6UGHk2cmbDC1oidVjXcCKo,0.528,0.921,2,-7.64,1,0.0524,0.0174,0.000186,0.0472,0.298,144.368,370427
Limelight,Rush,0K6yUnIKNsFtfIpTgGtcHm,0.581,0.854,1,-8.485,0,0.0428,0.00197,0.0013,0.111,0.788,131.18,259840
YYZ,Rush,3lpDrxUkr0tIe1kmJvdK7d,0.51,0.919,7,-8.244,1,0.0593,0.00205,0.809,0.068,0.386,141.053,265840
Subdivisions,Rush,0Z0s6dw0zw2ENU1gVjlLV6,0.513,0.841,11,-9.272,0,0.0364,0.0468,0.0425,0.12,0.457,133.266,334000
New World Man,Rush,2l1AraumK6y3VUwi8Bw7iJ,0.522,0.812,2,-9.651,1,0.0383,0.185,0.182,0.0878,0.864,157.912,222320
Distant Early Warning,Rush,1bVnRjdVprR6ZoT67DBxML,0.499,0.878,0,-6.944,1,0.0364,0.0168,0.00163,0.129,0.844,146.305,296747
Time Stand Still,Rush,1uqGSvSc207Zlgi4sGr9RQ,0.529,0.937,4,-7.832,1,0.046,0.043,0.0302,0.333,0.611,138.292,308867
Time Stand Still,Aimee Mann,1uqGSvSc207Zlgi4sGr9RQ,0.529,0.937,4,-7.832,1,0.046,0.043,0.0302,0.333,0.611,138.292,308867
Dreamline - 2004 Remaster,Rush,1hM2HXmeYuEe1VTf0O1IFU,0.628,0.884,9,-9.174,1,0.0389,0.0268,0.0156,0.336,0.59,146.429,276813
Test for Echo - 2004 Remaster,Rush,0uV03rQUQn4j6HhWz7Nt2T,0.541,0.851,2,-9.239,0,0.035,0.0004,0.0181,0.158,0.564,130.209,355667
Evil Ways,Santana,4JFG8RLpi8m0xhjYmstb38,0.701,0.529,5,-13.367,1,0.0341,0.225,0.284,0.119,0.75,117.475,237040
Jingo,Santana,1LKrdF0qlUgHDix7cHqWQg,0.636,0.49,11,-14.493,0,0.0501,0.399,0.617,0.174,0.568,124.809,260907
Black Magic Woman / Gypsy Queen,Santana,7cDxjUnMitNKQC5c8RQUko,0.464,0.462,2,-14.093,0,0.0406,0.657,0.527,0.124,0.557,124.033,319773
Oye Como Va,Santana,5u6y4u5EgDv0peILf60H5t,0.736,0.379,7,-13.208,1,0.0539,0.301,0.345,0.104,0.948,128.399,256933
Samba Pa Ti,Santana,35fC3Wq3slX4OBfyvBVmHm,0.407,0.358,9,-12.908,0,0.0343,0.829,0.424,0.0827,0.267,92.292,284800
No One to Depend On,Santana,3pPnys7mGV0DQkQoxmovXi,0.576,0.687,0,-10.941,1,0.0391,0.05,0.0199,0.129,0.73,111.034,331333
Everybody's Everything,Santana,7F1UzwiFZafhFXgf83wHLu,0.519,0.9,5,-9.181,1,0.0559,0.0184,0.000678,0.0917,0.694,138.155,210533
Dance Sister Dance (Baila Mi Hermana),Santana,0piMyZKC5rtj6Lb9LsfBl6,0.342,0.618,5,-10.126,0,0.0359,0.0202,0.281,0.232,0.807,142.151,494067
Europa (Earth's Cry Heaven's Smile),Santana,4VbOIkKqt0gkZpC75oKSxS,0.307,0.544,0,-9.679,0,0.0501,0.0327,0.906,0.167,0.735,74.945,304107
She's Not There,Santana,44JITu0xanJn3TLMQZJw0G,0.477,0.697,0,-7.878,1,0.0387,0.403,0.262,0.311,0.832,130.365,249027
Well All Right,Santana,18bH4uo8CFY2yVwHbjal6l,0.506,0.508,2,-13.749,1,0.0276,0.0329,0.0265,0.268,0.909,108.943,249800
Stormy,Santana,262RLK33vXanGsKYN2Jxuf,0.699,0.298,2,-18.447,1,0.0403,0.445,0.00775,0.084,0.715,115.599,285560
Open Invitation,Santana,35mQNfhgnQ9oyK9y51hbTY,0.492,0.534,2,-13.909,1,0.0401,0.00329,0.00326,0.14,0.817,90.715,287160
Winning,Santana,1NT76WD8FONQqTXKZ4MIRT,0.664,0.521,2,-13.251,1,0.031,0.0935,0.000493,0.0502,0.746,86.142,209733
Hold On,Santana,1NZAeh2a8Y6Ry5hGBPGP1e,0.671,0.516,7,-15.981,0,0.0519,0.488,2.8e-05,0.138,0.711,124.699,261027
Smooth (feat. Rob Thomas),Santana,2pX4FpOgwItRVPPUFdRcxA,0.609,0.923,9,-3.908,1,0.0338,0.16,4.73e-06,0.295,0.961,115.996,294987
Smooth (feat. Rob Thomas),Rob Thomas,2pX4FpOgwItRVPPUFdRcxA,0.609,0.923,9,-3.908,1,0.0338,0.16,4.73e-06,0.295,0.961,115.996,294987
Hero (feat. Josey Scott),Chad Kroeger,779ooI3rBd0CLqCiiJmtVo,0.427,0.843,4,-4.54,1,0.0364,0.00216,0.0,0.179,0.304,147.387,200480
Hero (feat. Josey Scott),Josey Scott,779ooI3rBd0CLqCiiJmtVo,0.427,0.843,4,-4.54,1,0.0364,0.00216,0.0,0.179,0.304,147.387,200480
I'm A Believer - Radio Edit,Smash Mouth,1RC5Mb0VhnlhnMlFDnrvE0,0.559,0.972,6,-3.524,1,0.0639,0.0198,6.47e-06,0.393,0.919,82.336,183400
Walkin' On The Sun,Smash Mouth,4TQeNHx85xcP9YRkvJC6K1,0.745,0.972,6,-5.598,1,0.0316,0.346,0.0,0.148,0.968,123.067,207787
Can't Get Enough Of You Baby,Smash Mouth,0UVIXwqfTjefBbDyY60MWB,0.666,0.895,6,-4.667,1,0.0293,0.0147,0.0,0.439,0.83,123.716,150773
Then The Morning Comes,Smash Mouth,50MfV7a1pnOEcf2t9kobxW,0.729,0.881,5,-5.024,0,0.0283,0.0231,0.0,0.0872,0.963,118.58,182267
"Come On, Come On",Smash Mouth,2iYcHbdJ7DrE0o9iOqMW8p,0.424,0.843,11,-5.352,1,0.0765,0.0401,0.0,0.0971,0.962,203.572,151827
Stoned,Smash Mouth,7bFstEkOysInloEcaHzMUM,0.611,0.811,11,-6.138,1,0.0363,0.0303,1.32e-05,0.103,0.61,167.513,248293
Diggin' Your Scene,Smash Mouth,5VL3c4UjMFR8BcPqoFVTNc,0.572,0.96,6,-4.664,0,0.0394,0.0198,3.28e-06,0.24,0.962,143.059,189093
Waste,Smash Mouth,2Wo9IRlgSTeQs76VuuYnpw,0.587,0.827,10,-5.739,0,0.0251,0.0925,0.00551,0.53,0.529,88.68,205200
Leather and Lace (with Don Henley),Stevie Nicks,2npStoMbQxG1LcIeF4PZrj,0.553,0.398,3,-11.67,1,0.0303,0.664,0.0,0.114,0.392,76.074,229227
Stand Back,Stevie Nicks,6sleEAnBH0sZMe0pOQNidG,0.638,0.783,11,-9.455,0,0.0435,0.00736,0.0447,0.0381,0.637,115.269,297093
Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers),Stevie Nicks,6v0WLvjyQT398T4C0eMmKi,0.687,0.603,4,-8.384,0,0.0238,0.0348,0.000448,0.172,0.759,106.952,244747
Jailbreak,Thin Lizzy,4qbiCq2xkNPyojuZFeNeqx,0.616,0.761,3,-9.199,1,0.126,0.196,0.0025,0.374,0.708,145.074,240600
Talk To Ya Later,The Tubes,0IJPu1GTh4qCLu5GDFaHJx,0.406,0.75,4,-13.801,1,0.0892,0.00882,4.95e-05,0.202,0.714,161.327,283733
Thunderstruck,AC/DC,57bgtoPSgt236HzfBOd8kj,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880
Love Is The Drug,Roxy Music,3wtMkvedoWMQ3XTKv7tqcZ,0.838,0.757,2,-5.399,1,0.0927,0.059,0.0119,0.0271,0.602,124.65,251333
Second Hand News,Fleetwood Mac,1YSqoDlCU6HYVYVb4MwExM,0.716,0.773,9,-10.803,1,0.0913,0.346,0.0779,0.0634,0.479,117.716,173667
Dreams,Fleetwood Mac,703BT1NQsfIwPFv8MXQ47m,0.823,0.338,0,-15.899,1,0.0413,0.139,0.00129,0.5,0.785,120.473,254453
Never Going Back Again,Fleetwood Mac,1hqvNLAmwGTh8p3wReZIhV,0.644,0.281,6,-13.106,1,0.0371,0.832,0.386,0.0805,0.916,176.565,135133
Don't Stop,Fleetwood Mac,4SXU3lUZ1eb4JWWbkQw43Y,0.686,0.632,9,-11.433,1,0.0353,0.0398,2.2e-06,0.0686,0.88,118.965,192133
Songbird,Fleetwood Mac,6i1I40VTXIVNJQL72aom9X,0.584,0.0605,5,-17.338,1,0.0318,0.987,0.00303,0.0827,0.386,92.621,201040
You Make Loving Fun,Fleetwood Mac,1d8ywXX20vhFCNJSaVAtQm,0.626,0.541,7,-12.066,0,0.0275,0.138,0.0121,0.0548,0.909,126.788,211533
I Don't Want To Know,Fleetwood Mac,7qOUrLHFMob1DBfzSeEgCC,0.72,0.53,11,-12.832,1,0.0288,0.179,0.00447,0.0607,0.947,139.481,195493
Oh Daddy,Fleetwood Mac,4KTmKPa5NFjfOgwfCba01O,0.563,0.206,2,-17.564,0,0.034,0.529,2.42e-05,0.0929,0.448,138.201,237507
Gold Dust Woman,Fleetwood Mac,7yldS1GOKvs0A9LOY07iCA,0.677,0.458,7,-14.684,1,0.0323,0.343,0.00225,0.0943,0.648,123.426,302400
Monday Morning - 2017 Remaster,Fleetwood Mac,5tHe4P0tNgFLG4xoEWucUq,0.609,0.814,0,-8.141,1,0.0298,0.00285,1.67e-05,0.267,0.881,106.88,168520
Rhiannon - 2017 Remaster,Fleetwood Mac,3kZUnG3jVpgwh3TQFdTv18,0.728,0.598,9,-10.251,0,0.0284,0.224,0.142,0.0988,0.797,129.516,250360
Over My Head - 2017 Remaster,Fleetwood Mac,1n6USEqt0PTV3xEeSmIzaR,0.562,0.572,2,-12.992,1,0.027,0.549,0.00321,0.0685,0.74,99.004,218000
Say You Love Me - 2017 Remaster,Fleetwood Mac,4xmxQlwx8KMBK56zIn0Y8B,0.718,0.726,9,-8.491,1,0.0296,0.0125,0.00699,0.112,0.935,128.721,249907
World Turning - 2017 Remaster,Fleetwood Mac,0ixjGEJjAVUIHQex2I2opM,0.678,0.566,2,-12.244,1,0.0311,0.294,0.0125,0.11,0.888,115.617,264733
Sara - 2015 Remaster,Fleetwood Mac,1FNYYJsaNX0x9azDky286U,0.743,0.484,10,-12.773,1,0.0303,0.284,0.0208,0.158,0.525,126.873,390680
Think About Me - 2015 Remaster,Fleetwood Mac,1Q5kDGREVR7mcTjhvuFLm1,0.684,0.679,0,-8.891,1,0.0255,0.00448,0.00832,0.112,0.783,116.603,164333
What Makes You Think You're the One - 2015 Remaster,Fleetwood Mac,1sSXvmDY7zOkpYGbaTDjBx,0.688,0.778,0,-7.05,1,0.0258,0.523,0.0408,0.0545,0.973,96.46,210507
Tusk - 2015 Remaster,Fleetwood Mac,0iINibMKtoS8duvexsqnm5,0.628,0.779,0,-11.841,1,0.0831,0.224,0.776,0.151,0.936,180.837,217573
Love in Store - 2016 Remaster,Fleetwood Mac,41tJM6A0L02Rw6JSS5iThp,0.688,0.568,0,-8.74,1,0.0279,0.1,0.00162,0.119,0.384,124.515,195026
Gypsy - 2016 Remaster,Fleetwood Mac,5J0aNEUTxJWKXnQmyY3vUp,0.618,0.686,10,-9.926,1,0.0283,0.0351,0.0143,0.199,0.727,131.812,267034
Hold Me - 2016 Remaster,Fleetwood Mac,2zYCip88nwoF96SC7WEjJm,0.699,0.741,3,-8.488,1,0.0329,0.337,0.108,0.065,0.864,125.698,225035
Big Love - 2017 Remaster,Fleetwood Mac,0hOA8SoraNo2ZP1amtVYnY,0.709,0.699,10,-11.905,0,0.0466,0.0291,0.295,0.0673,0.592,125.377,223733
Seven Wonders - 2017 Remaster,Fleetwood Mac,1VN2vWSkSmMKOhxr8lHzSx,0.707,0.625,4,-9.529,1,0.0303,0.0259,5.42e-05,0.104,0.634,119.049,222400
Family Man - 2017 Remaster,Fleetwood Mac,56yLJIyy1EfAyujm5HSxJR,0.778,0.669,7,-9.735,1,0.0367,0.0354,0.0132,0.0973,0.834,123.543,247133
Everywhere - 2017 Remaster,Fleetwood Mac,254bXAqt3zP6P50BdQvEsq,0.73,0.487,4,-10.991,1,0.0303,0.258,0.01,0.0852,0.731,114.965,226653
Little Lies - 2017 Remaster,Fleetwood Mac,4CoSCPlKNrWli7E5kFtbcl,0.64,0.649,2,-10.345,1,0.0264,0.216,8.3e-05,0.0551,0.865,124.825,221053
Pumped Up Kicks,Foster The People,7w87IxuO7BDcJ3YUqCyMTT,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600
Can't Take My Eyes off You,Frankie Valli,0bfvHnWWOeU1U5XeKyVLbW,0.581,0.78,4,-7.053,1,0.0567,0.508,1.07e-05,0.0799,0.561,123.711,203680
Grease - 2007 Remaster,Frankie Valli,5Vrczz39CvlD3OGCa6utoA,0.82,0.464,11,-8.45,1,0.0481,0.156,0.0,0.101,0.872,109.374,207307
"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,1hQFF33xi8ruavZNyovtUN,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,197147
Walk Like a Man,Frankie Valli & The Four Seasons,4C76SOnBa9eQDwOwe11hPz,0.681,0.64,3,-10.364,1,0.0346,0.605,0.0,0.0641,0.966,117.884,137933
Who Loves You,Frankie Valli & The Four Seasons,5MjwNUe4SSzAzsHoBjlPOm,0.68,0.608,2,-12.575,1,0.0499,0.0729,0.0,0.0911,0.904,137.481,255600
Working My Way Back to You,Frankie Valli & The Four Seasons,1aDLqT0EJLdsWGtFmQLgih,0.666,0.901,0,-3.657,1,0.101,0.423,0.0,0.0716,0.532,114.073,186253
Rag Doll,Frankie Valli & The Four Seasons,3OaxT3AzICWgHnRvmSPTnn,0.485,0.488,10,-10.237,1,0.0334,0.728,2.24e-05,0.0908,0.63,121.184,182000
Stay,Frankie Valli & The Four Seasons,0qbAhpfOBlelGvz4vYhUmk,0.736,0.686,10,-8.471,1,0.0377,0.469,0.00039,0.146,0.851,117.65,115240
I've Got You Under My Skin,Frankie Valli & The Four Seasons,6iWLaVM5A60iR0z9nEcG6A,0.391,0.548,2,-9.676,1,0.0526,0.715,0.000381,0.457,0.357,118.809,221333
Let's Hang On,Frankie Valli & The Four Seasons,0W1IOQx9EEZM30edmVs0Q4,0.682,0.819,7,-5.402,1,0.085,0.375,0.0,0.333,0.662,129.43,198333
Bye Bye Baby (Baby Goodbye),Frankie Valli & The Four Seasons,4Gx5o90mo9HYZxE9GoxcP8,0.49,0.579,2,-8.867,1,0.0402,0.0543,0.0,0.0947,0.342,116.122,152773
Candy Girl,Frankie Valli & The Four Seasons,4AFLFG6pyvhBLC37FbDwc2,0.644,0.52,5,-8.163,1,0.036,0.719,0.0,0.644,0.715,126.204,157800
Dawn (Go Away),Frankie Valli & The Four Seasons,7tAwfqQWDA1dLKiLvn8EgH,0.63,0.598,9,-6.057,1,0.0355,0.509,1.39e-06,0.0802,0.851,133.756,167760
Ronnie,Frankie Valli & The Four Seasons,0kfbQsz5j5ifJmtIn9LCeH,0.575,0.62,6,-7.687,0,0.0502,0.612,0.0,0.18,0.727,129.07,179840
Save It for Me,Frankie Valli & The Four Seasons,55UQqjMp0ehTEPw4LUP77i,0.526,0.594,10,-6.613,1,0.0346,0.312,0.0,0.0872,0.638,133.171,158133
Silence Is Golden - 2006 Remaster,Frankie Valli & The Four Seasons,0QIzzr7JXaE4ENWiMV7eVs,0.528,0.499,3,-7.994,1,0.0257,0.742,0.0,0.12,0.306,99.018,186040
Don't Eat The Yellow Snow,Frank Zappa,1QY4TdhuNIOX2SHLdElzd5,0.747,0.672,7,-10.867,1,0.112,0.187,0.0459,0.122,0.742,137.392,125320
Dancin' Fool,Frank Zappa,6tCk1N85t6h4v1xXI6o0Ad,0.547,0.644,2,-9.417,1,0.147,0.412,2.72e-06,0.517,0.546,132.872,222800
"Evelyn, A Modified Dog",Frank Zappa,4l9Z8VxpYjHOWxGMAgQMId,0.549,0.25,9,-17.001,1,0.131,0.848,0.0,0.471,0.633,124.988,64973
"Evelyn, A Modified Dog",The Mothers Of Invention,4l9Z8VxpYjHOWxGMAgQMId,0.549,0.25,9,-17.001,1,0.131,0.848,0.0,0.471,0.633,124.988,64973
Po-Jama People,Frank Zappa,7a2mZw2R0oRsDqPoK6mhVW,0.347,0.806,0,-9.702,1,0.0785,0.00592,0.000872,0.135,0.707,98.693,461613
Po-Jama People,The Mothers Of Invention,7a2mZw2R0oRsDqPoK6mhVW,0.347,0.806,0,-9.702,1,0.0785,0.00592,0.000872,0.135,0.707,98.693,461613
Heaven Is for Presbyterians,The Frantics,1pFHi1sWG62tFcNY4iRI9u,0.676,0.602,11,-13.152,1,0.933,0.829,0.0,0.703,0.418,90.741,235467
The Human Race,The Frantics,6ckKq6o4g3UlBYqMrik0f1,0.56,0.93,6,-11.422,1,0.948,0.856,0.0,0.682,0.369,86.436,138973
You Were Speeding,The Frantics,0eLQ5Zt40dSmlO2bUxqeqK,0.551,0.808,6,-15.055,1,0.95,0.815,0.0,0.881,0.669,95.12,114610
How to Save a Life,The Fray,5fVZC9GiM4e8vu99W0Xf6J,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,262533
Palisades Park,Freddy Cannon,2qi7QEyfxL2Z2ez9Rd51e0,0.36,0.82,1,-6.28,1,0.0552,0.404,0.0,0.121,0.857,83.227,113213
Alone Again (Naturally),Gilbert O'Sullivan,6vuEG9sZtC4W2zT64f7zLF,0.558,0.464,8,-8.488,0,0.0354,0.583,0.000133,0.159,0.558,171.762,217729
We're An American Band - Remastered 2002,Grand Funk Railroad,3XcjIvaZVUFAIdIYZqY9bd,0.637,0.89,7,-4.872,1,0.0677,0.119,6.72e-05,0.103,0.923,127.689,207093
I'm Your Captain/Closer To Home - Remastered,Grand Funk Railroad,2XhBBZ3vxsR57OwkNn5hQc,0.339,0.583,7,-8.582,1,0.0338,0.0497,0.00108,0.165,0.379,101.449,599560
The Way You Look Tonight,Tony Bennett,7yED4n2U8RR5LKZVmisiev,0.421,0.0533,0,-22.052,1,0.0405,0.946,0.000437,0.131,0.111,111.996,203307
Everybody's Talkin',Harry Nilsson,3c8JemHol1XwFFruXQxjCO,0.496,0.368,4,-15.194,1,0.0338,0.46,7.54e-05,0.311,0.628,128.331,152227
Early in the Morning,Harry Nilsson,5oOoQn1bhg6nbuvd54URPF,0.508,0.0264,0,-22.1,1,0.0535,0.987,1.58e-05,0.114,0.422,150.471,170733
Charlie Brown,The Coasters,6Q0aBakbTsjQO6iGdxmXlx,0.646,0.628,3,-8.794,1,0.243,0.404,5.03e-06,0.00967,0.881,125.705,141667
Poison Ivy,The Coasters,5y3EUvXJouxlUk5FLOblFB,0.75,0.586,1,-8.985,1,0.0706,0.381,0.0,0.142,0.972,137.194,164320
Young Blood,The Coasters,55f4JiHsK46ftCjzr5CiKl,0.503,0.447,8,-13.25,1,0.27,0.662,1.24e-05,0.341,0.681,111.264,143027
Searchin',The Coasters,5DCqNn752dBJbjM6LEtQJU,0.776,0.495,8,-13.861,1,0.0503,0.414,0.0,0.196,0.924,73.282,159493
Yakety Yak,The Coasters,7demHL0GXA6YmTNqw3Btz8,0.715,0.669,7,-9.491,1,0.128,0.705,0.000732,0.044,0.976,120.789,113040
Miss Marmelstein,Barbra Streisand,1oZsa2In4CV8dHWs8uufRm,0.565,0.147,10,-16.984,1,0.281,0.875,0.0,0.101,0.602,91.96,200733
Cry Me A River,Barbra Streisand,6FhPymzjFite6bISeULsSu,0.348,0.114,5,-17.725,0,0.0346,0.974,7.84e-06,0.0928,0.242,91.597,216560
Happy Days Are Here Again,Barbra Streisand,5kb8hqeLEXspWJZ0LrJPqE,0.363,0.171,8,-14.248,1,0.0323,0.887,2.55e-06,0.181,0.199,73.734,183973
Who's Afraid Of The Big Bad Wolf,Barbra Streisand,5ivYsrWQXgWMalNZzLmxwk,0.776,0.375,10,-12.807,1,0.147,0.763,0.0,0.112,0.917,102.373,152760
A Sleepin' Bee,Barbra Streisand,2szMMv9faANs25EvpjKaL8,0.308,0.0669,5,-19.73,1,0.0359,0.964,6.13e-05,0.0768,0.102,68.352,261133
My Coloring Book,Barbra Streisand,0Pjq10sCOYrG3krkPSI5ci,0.175,0.133,3,-17.925,1,0.0465,0.956,0.000258,0.333,0.0911,64.257,249427
"Lover, Come Back To Me",Barbra Streisand,0pdikqE3inaFMjfUNDOmF0,0.335,0.373,0,-11.394,1,0.0788,0.688,0.0,0.345,0.766,210.241,137067
Like A Straw In The Wind,Barbra Streisand,4E3V1ui4z2LLklUjOeVI2E,0.256,0.239,1,-13.943,1,0.0393,0.89,0.0,0.165,0.366,175.571,287027
Any Place I Hang My Hat Is Home,Barbra Streisand,7yeRU3RlZrCRUntrSMNDso,0.334,0.289,2,-11.615,1,0.0349,0.908,0.0,0.0825,0.275,75.214,163533
Bewitched (Bothered and Bewildered),Barbra Streisand,6Ab0zhSkHPUN0aaCqd5oOD,0.269,0.191,0,-15.57,0,0.0317,0.903,1.29e-05,0.173,0.151,72.599,172339
As Time Goes By,Barbra Streisand,4irPBA7hEdu0oEz2M1V4sh,0.285,0.251,5,-13.753,1,0.0334,0.833,1.29e-06,0.0884,0.174,74.638,225605
People,Barbra Streisand,5utYYyUPnf3ayrh9JeM7Y2,0.184,0.342,9,-7.83,1,0.0343,0.943,1.27e-05,0.0956,0.158,76.497,220133
Will He Like Me,Barbra Streisand,4UpGlaMfNPIcpqPy163rTm,0.176,0.359,5,-9.509,1,0.0346,0.894,0.0,0.135,0.0752,164.664,153800
Love Is a Bore,Barbra Streisand,6MIZmIZRbP4YdAq3xaKlsf,0.422,0.699,8,-6.139,1,0.116,0.751,0.0,0.665,0.625,80.396,128000
My Man,Barbra Streisand,46fn5mY4J1NWoE53oiMvL6,0.303,0.224,7,-12.11,1,0.0345,0.974,3.55e-06,0.192,0.217,82.786,176493
He Touched Me,Barbra Streisand,2Nedv1Obv5cP8xULaS8r3j,0.236,0.274,8,-13.504,1,0.0327,0.889,0.0,0.137,0.17,101.351,188973
Second Hand Rose,Barbra Streisand,3bjYsQnEYHpUm3DB4nlx7d,0.491,0.266,5,-13.966,1,0.0861,0.846,0.0,0.114,0.471,140.101,129200
I Got Plenty Of Nothin',Barbra Streisand,1D5HBoukPqvezNYUf84QgT,0.414,0.511,1,-10.947,1,0.0699,0.773,0.0,0.0961,0.415,116.787,187173
"Starting Here, Starting Now",Barbra Streisand,0MQL8KjyEOG5sthJN3kAA5,0.118,0.261,4,-14.323,1,0.0356,0.887,0.0,0.13,0.143,80.823,173867
Gotta Move,Barbra Streisand,5W48Mg6vA2Na28ZmSjdyc4,0.362,0.491,3,-13.299,0,0.0625,0.756,0.0,0.508,0.794,157.272,120733
The Minute Waltz,Barbra Streisand,3xeqktRLbdrvy1uk2Y5cZX,0.541,0.404,3,-14.714,1,0.119,0.875,0.0,0.0877,0.717,95.624,118293
The Nearness Of You,Barbra Streisand,4G8QAsCYVx59iTJcaVK8wa,0.196,0.199,8,-13.724,1,0.0359,0.972,0.000576,0.117,0.176,71.839,206000
"Lover Man (Oh, Where Can You Be?)",Barbra Streisand,5LUkEPiJARQDjwoisdvO9o,0.337,0.406,0,-11.247,0,0.0306,0.903,9.85e-05,0.249,0.313,84.33,167733
When Sunny Gets Blue,Barbra Streisand,5yi5HaypDcU4ac5kYwaftL,0.31,0.224,10,-12.964,1,0.0343,0.976,2.12e-05,0.148,0.178,101.565,174240
"I'll Know (From the Musical Production ""Guys and Dolls"")",Barbra Streisand,3uURbpqGnMjxNmzuV7YMRd,0.181,0.285,2,-12.222,1,0.0323,0.958,2.65e-05,0.166,0.321,83.81,165533
Honey Pie,Barbra Streisand,0La6F26a1ycL03uoq0zSng,0.537,0.323,7,-15.278,1,0.0726,0.833,0.0,0.133,0.48,141.554,157667
On a Clear Day,Barbra Streisand,1M07b85rTe8i1ky7zJagOw,0.224,0.184,5,-14.626,1,0.0342,0.888,7.17e-06,0.108,0.0993,92.762,130467
Stoney End,Barbra Streisand,5P04XSoLl5FT2Ma5xbgjle,0.504,0.656,0,-13.219,1,0.0466,0.0249,2.07e-05,0.154,0.826,120.994,177373
Just a Little Lovin' (Early In the Mornin'),Barbra Streisand,6aGzwmhMLXynpvMvbguIyT,0.447,0.407,6,-13.741,0,0.0347,0.242,0.000291,0.629,0.317,98.418,146733
Time and Love,Barbra Streisand,7Kwx7LqHMKWrhZ5DDjWj5a,0.338,0.438,0,-13.109,1,0.0412,0.51,0.0,0.868,0.878,145.393,217600
Beautiful,Barbra Streisand,5jtqLVbtqccX985yD6hX2l,0.555,0.446,9,-13.5,1,0.0463,0.217,0.0,0.24,0.699,92.753,134427
Where You Lead,Barbra Streisand,6ztu9rFxCTZIoDteUc7Oa0,0.692,0.563,8,-13.003,1,0.0402,0.0936,0.000331,0.0646,0.921,117.925,174933
One Less Bell To Answer/A House Is Not A Home,Barbra Streisand,2w7sw7g5VdY9nxN58YWHO8,0.257,0.227,8,-14.436,1,0.0363,0.841,0.0,0.109,0.119,114.828,391440
