Title,Artist,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Since I Fell For You,Barbra Streisand,1sasRttErvmcAmui0YHIdT,0.251,0.232,2,-15.161,0,0.0299,0.894,8.01e-05,0.124,0.28,82.325,204333
Don't Rain On My Parade - Live Version,Barbra Streisand,3u0O4yUNOC40HVpv8Ps8pJ,0.388,0.837,9,-8.828,0,0.776,0.565,0.0,0.82,0.594,89.144,158627
Something So Right,Barbra Streisand,0T7s5j7lnuU2HT8p9Mx1ys,0.411,0.251,0,-14.562,1,0.0423,0.673,3.23e-05,0.135,0.225,139.805,266227
What Are You Doing the Rest of Your Life?,Barbra Streisand,58aBtkNCxOZ1sggRxUyBTZ,0.338,0.112,6,-13.272,0,0.0348,0.979,1.02e-05,0.129,0.103,64.501,199733
"Summer Me, Winter Me",Barbra Streisand,1p6TeiaSGg17PTUR73amL2,0.267,0.288,11,-10.867,1,0.0349,0.569,0.0,0.462,0.0895,99.799,175093
The Way We Were - Soundtrack Version,Barbra Streisand,5Bq7fGTTrjWACyQSn6zpRx,0.214,0.12,6,-17.4,0,0.0387,0.986,0.0204,0.0789,0.0691,101.713,231267
Guava Jelly,Barbra Streisand,0gNO9Is40rQ2EJgd9sSkzz,0.472,0.489,4,-10.817,1,0.0353,0.704,4.41e-06,0.13,0.803,175.363,199293
Grandma's Hands,Barbra Streisand,1j3gLGYQcG8Ynv2FygUAHc,0.443,0.338,8,-12.885,0,0.0336,0.359,2.31e-05,0.0845,0.194,141.463,207507
Jubilation,Barbra Streisand,4DirzMVoBxu46nJD97Tyjc,0.617,0.741,4,-9.501,1,0.0343,0.122,0.0,0.641,0.812,119.371,232867
Lazy Afternoon,Barbra Streisand,2OQHPsCCdbV9H0AoiX6kMo,0.195,0.102,5,-20.909,1,0.0375,0.974,0.00626,0.113,0.0389,82.351,229840
Watch Closely Now,Barbra Streisand,0ffiZMtdzQcF9EbqgCyVoa,0.514,0.937,7,-8.152,1,0.0564,0.00176,0.000882,0.942,0.701,129.687,229293
Watch Closely Now,Kris Kristofferson,0ffiZMtdzQcF9EbqgCyVoa,0.514,0.937,7,-8.152,1,0.0564,0.00176,0.000882,0.942,0.701,129.687,229293
Everything,Barbra Streisand,1mhOA0YSPHHInNJF0SQrC3,0.357,0.4,11,-9.592,1,0.0466,0.604,0.0,0.928,0.278,140.425,230693
Lost Inside of You,Barbra Streisand,1eZfMt7r4l33HkFHJ6ffJo,0.248,0.28,9,-11.72,0,0.0298,0.824,0.761,0.128,0.0618,101.546,174667
Lost Inside of You,Kris Kristofferson,1eZfMt7r4l33HkFHJ6ffJo,0.248,0.28,9,-11.72,0,0.0298,0.824,0.761,0.128,0.0618,101.546,174667
Hellacious Acres,Kris Kristofferson,4C8ZnpITIDH9JL7nrJpmSr,0.634,0.817,5,-7.585,1,0.0526,0.215,0.0,0.956,0.725,94.722,178800
"Evergreen (Love Theme from ""A Star Is Born"")",Barbra Streisand,2IcqY68BxP1ONPi3ME6aje,0.335,0.303,9,-10.943,1,0.0315,0.932,0.0271,0.0907,0.186,114.224,184800
The Woman in the Moon,Barbra Streisand,7qageRZc9kTNXQpB1LTzP6,0.27,0.596,2,-9.435,1,0.153,0.592,8.73e-06,0.987,0.413,149.258,289733
I Believe in Love,Barbra Streisand,0URHoOlfNdjyIfw7yTCSFc,0.487,0.767,5,-7.521,0,0.0817,0.349,0.0,0.967,0.606,129.733,193667
Crippled Crow,Kris Kristofferson,3O0klM4bYFlPdZI0zjNynU,0.412,0.766,2,-8.554,1,0.0329,0.00643,0.00216,0.0808,0.725,116.232,210707
Finale: With One More Look at You / Watch Closely Now,Barbra Streisand,43josGMGsAgiTdOfoVYiMu,0.333,0.471,10,-8.898,1,0.0726,0.46,0.000197,0.677,0.171,117.747,463293
Finale: With One More Look at You / Watch Closely Now,Kris Kristofferson,43josGMGsAgiTdOfoVYiMu,0.333,0.471,10,-8.898,1,0.0726,0.46,0.000197,0.677,0.171,117.747,463293
Finale: With One More Look at You / Watch Closely Now,Phil Ramone,43josGMGsAgiTdOfoVYiMu,0.333,0.471,10,-8.898,1,0.0726,0.46,0.000197,0.677,0.171,117.747,463293
My Heart Belongs to Me,Barbra Streisand,7u2FvRYl39hmNHklBlsjkm,0.274,0.209,0,-15.723,0,0.0328,0.743,6.84e-06,0.183,0.297,139.316,201160
No More Tears,Barbra Streisand,7HcPSxBIAzVpuQEWAGralu,0.689,0.537,7,-12.477,0,0.0608,0.151,0.000772,0.431,0.395,134.757,500893
No More Tears,Donna Summer,7HcPSxBIAzVpuQEWAGralu,0.689,0.537,7,-12.477,0,0.0608,0.151,0.000772,0.431,0.395,134.757,500893
Guilty (feat. Barry Gibb),Barbra Streisand,60mGckXEG1EzR4VmjYLfEW,0.626,0.425,0,-15.656,1,0.0356,0.231,0.0,0.114,0.952,150.875,264333
Guilty (feat. Barry Gibb),Barry Gibb,60mGckXEG1EzR4VmjYLfEW,0.626,0.425,0,-15.656,1,0.0356,0.231,0.0,0.114,0.952,150.875,264333
Memory,Barbra Streisand,0I3cUqffwmH2mMUHIfpC0l,0.185,0.24,10,-14.889,1,0.0399,0.415,0.0007,0.105,0.11,79.471,235160
You Don't Bring Me Flowers (with Neil Diamond),Barbra Streisand,57amgy0YuA7Cf0zY1gB9z3,0.219,0.157,0,-15.959,1,0.0362,0.868,2.8e-05,0.17,0.206,72.54,203627
You Don't Bring Me Flowers (with Neil Diamond),Neil Diamond,57amgy0YuA7Cf0zY1gB9z3,0.219,0.157,0,-15.959,1,0.0362,0.868,2.8e-05,0.17,0.206,72.54,203627
Comin' In and out of Your Life,Barbra Streisand,1ewTd6py4ifeRxoFH0HXlu,0.338,0.295,1,-14.062,1,0.0388,0.804,1.67e-05,0.073,0.187,140.057,248667
My Heart Belongs to Me,Barbra Streisand,6WRtmaqW8Tbd5qgSqX3TAP,0.27,0.22,0,-15.15,0,0.0342,0.7,8.52e-06,0.198,0.247,139.866,201133
"Papa, Can You Hear Me?",Barbra Streisand,4FkBydqPtECsV1O5z2VIpZ,0.268,0.144,10,-16.267,0,0.038,0.931,1.63e-06,0.093,0.132,90.46,210627
The Way He Makes Me Feel - Studio Version,Barbra Streisand,0S6Fv5Ov6ajdU9zwmM9P42,0.203,0.171,11,-16.825,0,0.0311,0.917,0.000228,0.0958,0.0804,76.321,249800
"Make No Mistake, He's Mine (feat. Kim Carnes)",Barbra Streisand,0yWTY5DsdlY5bGrVlh7Hxj,0.156,0.0844,6,-21.035,1,0.0315,0.873,0.0,0.107,0.0893,71.874,249267
"Make No Mistake, He's Mine (feat. Kim Carnes)",Kim Carnes,0yWTY5DsdlY5bGrVlh7Hxj,0.156,0.0844,6,-21.035,1,0.0315,0.873,0.0,0.107,0.0893,71.874,249267
Putting It Together,Barbra Streisand,41LBQ33UOnOC4O3UO6pf9G,0.544,0.619,1,-9.132,0,0.309,0.631,0.0,0.101,0.697,136.979,260360
If I Loved You,Barbra Streisand,0CUhHokranT70nqTh6poT6,0.144,0.216,8,-12.016,1,0.039,0.957,0.0155,0.131,0.0716,84.223,158427
Something's Coming,Barbra Streisand,1ulK2UQuSEnzb2c6ZuzSTy,0.441,0.422,1,-10.174,1,0.0507,0.743,1.31e-05,0.0936,0.409,97.447,175133
Not While I'm Around,Barbra Streisand,2MQPALok7JGj3hBUaP7tWU,0.288,0.164,1,-13.675,1,0.042,0.96,0.00149,0.0658,0.126,125.538,209573
Being Alive,Barbra Streisand,6gQJ05sqfgJMxPeCvuKzVv,0.304,0.703,9,-7.415,1,0.11,0.706,0.0,0.0642,0.222,72.183,203600
"Medley: I Have Dreamed / We Kiss in a Shadow / Something Wonderful (From, ""The King and I"")",Barbra Streisand,7ckZwmQor0h2hDqUxyket5,0.109,0.21,5,-12.474,1,0.0397,0.955,0.00652,0.118,0.0464,71.833,290227
Adelaide's Lament,Barbra Streisand,3l9I1MjTM4cBV9gSnsDZYz,0.516,0.476,6,-9.401,0,0.215,0.804,0.0,0.396,0.49,94.857,204067
Send in the Clowns,Barbra Streisand,7tlvuoydFHFO12oZl5buh0,0.202,0.17,3,-12.296,1,0.0382,0.962,0.0066,0.205,0.0682,79.025,281627
Medley: Pretty Women / The Ladies Who Lunch,Barbra Streisand,24DnBvRcAjDTEpyt5xBGOp,0.381,0.387,4,-9.963,1,0.0355,0.714,1.28e-06,0.128,0.23,105.903,309400
Can't Help Lovin' That Man,Barbra Streisand,2WbosRSE32XRQ8YIuwVtPm,0.179,0.223,10,-14.721,1,0.0359,0.918,0.0106,0.159,0.0982,98.205,210507
"Medley: I Loves You Porgy / Porgy, I's Your Woman Now (Bess, You Is My Woman Now)",Barbra Streisand,3QrRlU9tYGO1icEgFM1s4p,0.216,0.351,9,-9.707,1,0.0339,0.954,0.000966,0.111,0.0893,141.462,275240
Somewhere,Barbra Streisand,2TdSHyUEsv0XnjXM8UnGnG,0.157,0.38,1,-9.553,1,0.0341,0.889,0.105,0.0617,0.05,91.223,296200
Some Good Things Never Last,Barbra Streisand,4f11ACLhF5f39aJTBO9jIQ,0.235,0.124,8,-19.336,1,0.0321,0.935,0.000456,0.0849,0.154,88.667,257587
Some Enchanted Evening,Barbra Streisand,3MltMjezCXptMpxkxd6dSf,0.152,0.202,0,-14.027,1,0.0386,0.951,0.0022,0.351,0.0713,69.609,233733
Everybody Says Don't,Barbra Streisand,2BTFp7xRyPMV1Wqnr6dCyz,0.497,0.466,10,-9.504,1,0.0412,0.912,2.98e-06,0.0775,0.59,143.739,155427
The Music of the Night (feat. Michael Crawford),Barbra Streisand,3ePvVziFGc9jdn6FAlIwdD,0.258,0.179,1,-12.119,1,0.0339,0.94,0.000195,0.0842,0.143,108.038,337333
The Music of the Night (feat. Michael Crawford),Michael Crawford,3ePvVziFGc9jdn6FAlIwdD,0.258,0.179,1,-12.119,1,0.0339,0.94,0.000195,0.0842,0.143,108.038,337333
Speak Low,Barbra Streisand,39NaQEpPYIITDkR7zS1I5I,0.405,0.413,8,-13.718,1,0.0356,0.766,0.000251,0.314,0.369,97.155,250107
As If We Never Said Goodbye,Barbra Streisand,56iaNP2rfebKJjyr9uRkH7,0.182,0.254,10,-12.11,1,0.0355,0.938,0.00117,0.192,0.134,70.593,284093
Children Will Listen,Barbra Streisand,54oweBhIVhetMk2Rd62yvW,0.272,0.306,11,-13.587,1,0.0366,0.963,0.00128,0.106,0.121,138.11,246933
"I Have a Love/One Hand, One Heart (feat. Johnny Mathis)",Barbra Streisand,7KwSzMBRTDpIpqRSTevMAg,0.179,0.32,2,-11.895,1,0.0318,0.914,0.00243,0.0929,0.0393,86.752,282627
"I Have a Love/One Hand, One Heart (feat. Johnny Mathis)",Johnny Mathis,7KwSzMBRTDpIpqRSTevMAg,0.179,0.32,2,-11.895,1,0.0318,0.914,0.00243,0.0929,0.0393,86.752,282627
I've Never Been in Love Before,Barbra Streisand,3ICgJ7A2ce6MWJIkacp6jT,0.163,0.126,8,-15.037,1,0.0385,0.972,0.00251,0.0993,0.078,88.514,231267
Luck Be a Lady,Barbra Streisand,2JQQpdxOMQTKUaKZYh8E07,0.374,0.475,6,-9.862,1,0.0501,0.647,0.000808,0.271,0.385,134.812,211533
"With One Look - From ""Sunset Boulevard""",Barbra Streisand,4iPkGopgRoOQjYZYSD46sh,0.281,0.316,2,-12.907,1,0.0367,0.953,0.00628,0.0986,0.283,87.161,214440
"The Man I Love (From ""Lady, Be Good"")",Barbra Streisand,26TN5ULzysniUa5xnlUszW,0.302,0.242,3,-12.902,1,0.0315,0.897,4.78e-05,0.0728,0.0734,88.546,220533
Do You Want to Dance,Bette Midler,2Hyis7pyTBDyR3zq4GNZCu,0.384,0.393,7,-7.959,0,0.0349,0.641,1.69e-06,0.0869,0.446,167.241,162867
Hello in There,Bette Midler,75XoW8Al02k8I3F03Nswj5,0.306,0.0946,5,-13.313,1,0.0339,0.986,0.000469,0.126,0.214,83.44,255867
Boogie Woogie Bugle Boy,Bette Midler,7MuMALGZV3KhVA9AS9TFup,0.658,0.647,0,-6.787,1,0.137,0.659,0.0,0.174,0.825,98.49,137173
Skylark,Bette Midler,5LBV301yLqp1TXFAdEaWS6,0.357,0.0626,7,-17.923,1,0.0342,0.96,0.0,0.201,0.266,137.606,182707
Drinkin' Again,Bette Midler,0umEJso0MQabhyEErh44ii,0.416,0.0676,11,-19.718,0,0.0372,0.974,0.000257,0.0952,0.122,133.217,168133
Breaking up Somebody's Home,Bette Midler,2YxyYVDwRxGnjkQx1YbEvu,0.474,0.625,5,-10.568,1,0.0429,0.25,0.000309,0.661,0.684,85.481,229507
Surabaya Johnny,Bette Midler,6IQXjpw7r5sqG7JOlMZWgO,0.42,0.091,1,-20.058,0,0.0405,0.926,1.92e-06,0.11,0.199,136.662,294320
I Shall Be Released,Bette Midler,6LVfhGkZb6fhR1qLV4TdIJ,0.505,0.389,11,-12.781,1,0.0401,0.605,0.00196,0.613,0.399,137.532,296667
Optimistic Voices / Lullaby of Broadway,Bette Midler,4FJJ6VqrotzygTMstfI7rK,0.54,0.392,5,-12.624,1,0.0277,0.704,0.0,0.0829,0.724,97.67,147227
In the Mood,Bette Midler,0qjkcEPLEGzzp8TwaT28yA,0.427,0.481,5,-10.53,1,0.117,0.771,0.0,0.105,0.763,169.812,159467
Uptown / Dont' Say Nothin' Bad (About My Baby) / Da Doo Run Run,Bette Midler,7bvUkad0jPkcNhrJzHVUou,0.492,0.58,0,-10.325,1,0.0673,0.575,0.0,0.213,0.589,114.925,203840
Twisted,Bette Midler,0sehhRNZ8zDgrt8GMV13sS,0.512,0.47,0,-12.828,1,0.246,0.776,0.0,0.357,0.684,80.617,145800
Higher and Higher (Your Love Keeps Lifting Me),Bette Midler,6ESRousxiqyRlE2C0y4Hyd,0.454,0.575,0,-10.287,1,0.0408,0.608,8.68e-06,0.0916,0.56,133.696,246040
Mr Rockefeller,Bette Midler,6K32lZIiDeA85d99ISPd9d,0.477,0.432,10,-13.033,1,0.0621,0.494,0.000301,0.428,0.5,146.114,244707
Old Cape Cod,Bette Midler,7q4VAqqZXA1JMxvkLGlHbA,0.212,0.161,11,-16.985,0,0.0343,0.842,0.0,0.317,0.358,68.764,168667
Buckets of Rain,Bette Midler,5N4Vl1yimKh4WIUYfILHbG,0.414,0.546,4,-14.172,1,0.178,0.191,0.000217,0.277,0.808,160.14,237240
Shiver Me Timbers / Samedi Et Vendredi,Bette Midler,6Vt9YyzZbUisHcFvhzsF22,0.351,0.307,10,-17.072,1,0.0376,0.632,0.0,0.678,0.553,97.803,384080
No Jestering,Bette Midler,31MVpWbYKlYZC2F7evsecH,0.613,0.357,6,-16.193,1,0.0353,0.599,0.0,0.123,0.962,151.996,237187
Marahuana,Bette Midler,11iKuo3OxE1Rl0NdLjoSLK,0.444,0.324,8,-14.12,0,0.0351,0.825,7.55e-05,0.246,0.7,147.39,148293
The Rose,Bette Midler,562JrM9b7jiu8LgzV62x3o,0.347,0.228,0,-9.667,1,0.0296,0.901,0.0,0.38,0.184,133.574,221373
Wind Beneath My Wings,Bette Midler,2Pxqs0WmxxHTV5QaTdmt3Q,0.51,0.458,10,-7.566,1,0.0289,0.551,0.0,0.0853,0.177,123.694,293853
I Think It's Going to Rain Today,Bette Midler,2nu1OmQ52ZXV6nqBN5UQp5,0.252,0.0793,9,-15.841,1,0.0328,0.935,5.38e-05,0.0956,0.118,86.725,211133
Baby Mine,Bette Midler,7whbB67mJZzBpvMmnyVWRl,0.373,0.0112,10,-24.944,1,0.049,0.982,1.98e-05,0.111,0.21,65.064,146147
The Friendship Theme,Bette Midler,3b5CinkYT70h2RU93o9iXD,0.474,0.0262,7,-28.605,1,0.0494,0.995,0.915,0.172,0.216,142.858,119267
One More Round,Bette Midler,6rjZcKw34RxDGP4p6DtlHj,0.789,0.907,1,-13.471,1,0.178,0.288,3.85e-06,0.22,0.967,173.716,123413
Some People's Lives,Bette Midler,6NlJbJc08hS3lmjqg96Y1u,0.359,0.0304,0,-20.457,1,0.0397,0.962,0.0,0.209,0.183,137.336,209387
Miss Otis Regrets,Bette Midler,1YCZQ7iy6mYTN53ROLsSDC,0.519,0.568,9,-10.512,1,0.0913,0.519,0.0,0.292,0.742,140.198,157333
Spring Can Really Hang You up the Most,Bette Midler,6OnCIqo1uQEivBMBBxFbRc,0.309,0.127,11,-16.734,0,0.0324,0.814,3.52e-06,0.2,0.103,137.691,330333
Night and Day,Bette Midler,0Fj3R6fZk7OnAYVmAvPCYa,0.578,0.505,4,-13.012,1,0.0253,0.181,7e-05,0.63,0.316,133.902,330360
The Girl Is on to You,Bette Midler,3QbzWSiRrBUkcjrEEde9Fq,0.58,0.256,1,-15.472,1,0.0263,0.38,0.0,0.11,0.221,100.843,249947
From a Distance,Bette Midler,48eiLW57CqSmCYNZRM2J8M,0.536,0.242,7,-11.716,1,0.0277,0.674,0.0,0.331,0.331,137.989,276346
Moonlight Dancing,Bette Midler,2gf9zC4QEC7RkFuezVJ8HY,0.701,0.717,10,-10.651,0,0.0408,0.0101,0.099,0.32,0.846,111.96,279067
He Was Too Good for Me / Since You Stayed Here,Bette Midler,7zsOi9546So2qoL131WmDc,0.331,0.071,10,-18.609,1,0.0355,0.944,9.53e-06,0.111,0.199,147.528,252627
All of a Sudden,Bette Midler,5anAVPtqDZwMk5ZvVcSl66,0.55,0.739,1,-11.754,1,0.0294,0.036,0.0151,0.0623,0.971,153.682,273200
The Gift of Love,Bette Midler,7FUc1xVSKvABmVwI6kS5Y4,0.486,0.467,8,-10.765,1,0.0287,0.359,0.0,0.11,0.286,157.532,241627
I'm A Woman,Bette Midler,6n5fmZyioz0n5cRmXEyv50,0.724,0.392,2,-7.269,1,0.0362,0.304,0.0,0.0656,0.434,86.337,147587
It's My Life - 1997 Remaster,Talk Talk,4jhsuQCUCJKA5f0bXb6XdJ,0.627,0.802,0,-8.432,1,0.0348,0.197,0.784,0.404,0.867,126.283,232400
Stand By Your Man,Tammy Wynette,6xatfNMI8NkY5XxRHAeiS4,0.517,0.246,9,-11.992,1,0.0308,0.788,0.00105,0.133,0.525,105.24,159760
Sukiyaki - Remastered,A Taste Of Honey,4FwOQZ6L39ZyHYwmPwlJZw,0.552,0.387,3,-10.147,1,0.031,0.85,1.65e-05,0.113,0.227,135.874,225067
A Penny for Your Thoughts,Tavares,4JC90rQSqwMAhekHuu2hCj,0.537,0.469,0,-7.941,1,0.0324,0.6,0.0,0.109,0.363,136.536,270067
Tell It to My Heart,Taylor Dayne,3YVPpVJvJG2EauXurPA90F,0.638,0.988,1,-5.042,1,0.0921,0.0302,1.16e-05,0.371,0.723,117.955,220880
"Movin' Right Along - From ""The Muppet Movie""/Soundtrack Version",Fozzie,03AnzlzStcTSuyUftozMDV,0.851,0.529,5,-12.201,0,0.0569,0.146,6.96e-05,0.0656,0.926,105.865,177627
"Movin' Right Along - From ""The Muppet Movie""/Soundtrack Version",Kermit,03AnzlzStcTSuyUftozMDV,0.851,0.529,5,-12.201,0,0.0569,0.146,6.96e-05,0.0656,0.926,105.865,177627
"I Hope That Somethin' Better Comes Along - From ""The Muppet Movie""/Soundtrack Version",Kermit,6qFz8ENEQUMtzlAIjHnHo0,0.67,0.311,0,-13.863,1,0.124,0.73,4.22e-05,0.1,0.402,119.234,238240
"I Hope That Somethin' Better Comes Along - From ""The Muppet Movie""/Soundtrack Version",Rowlf,6qFz8ENEQUMtzlAIjHnHo0,0.67,0.311,0,-13.863,1,0.124,0.73,4.22e-05,0.1,0.402,119.234,238240
"Can You Picture That? - From ""The Muppet Movie""/Soundtrack Version",Dr. Teeth and The Electric Mayhem,3XbiTbEktENk8Y242Y2Sy5,0.777,0.543,0,-12.623,1,0.0414,0.205,0.00118,0.257,0.961,102.766,153040
Sign Your Name,Sananda Maitreya,3lIpkjFnRxJ6Uvm8DgtgfV,0.899,0.421,4,-11.238,1,0.0511,0.202,4.94e-06,0.0864,0.852,109.148,276533
Wishing Well,Sananda Maitreya,2bvzxeD1hPWEYotw40Euq9,0.855,0.461,10,-13.096,0,0.0564,0.0965,0.0,0.201,0.833,104.96,210467
Somebody's Knockin',Terri Gibbs,4XZzz3KpYL7TSzRmSaIuiE,0.699,0.515,11,-10.816,0,0.0299,0.233,2.56e-06,0.0888,0.734,95.044,181667
Suspicion,Terry Stafford,17YtDVU9bUluyihdOKWfxu,0.595,0.57,2,-11.301,1,0.0356,0.678,0.291,0.13,0.884,137.757,154907
Intro,Gorillaz,2zavoMfVVPJMikH57fd8yK,0.259,0.651,10,-14.651,1,0.0589,0.86,0.98,0.165,0.656,134.972,67133
Last Living Souls,Gorillaz,7JzmCjvB6bk48JghLyrg8N,0.849,0.536,9,-5.596,0,0.0582,0.0283,0.45,0.0659,0.89,137.068,195400
Kids with Guns,Gorillaz,0eEgMbSzOHmkOeVuNC3E0k,0.838,0.475,4,-5.505,0,0.036,0.000417,0.714,0.226,0.711,106.217,225773
O Green World,Gorillaz,4hNPMfFHauPIbOKvdYqFt7,0.672,0.768,0,-7.718,1,0.0347,0.00201,0.905,0.136,0.858,122.583,275000
Dirty Harry,Gorillaz,2bfGNzdiRa1jXZRdfssSzR,0.625,0.877,10,-7.176,0,0.162,0.0315,0.0811,0.672,0.865,192.296,230426
Dirty Harry,Bootie Brown,2bfGNzdiRa1jXZRdfssSzR,0.625,0.877,10,-7.176,0,0.162,0.0315,0.0811,0.672,0.865,192.296,230426
Feel Good Inc.,Gorillaz,0d28khcov6AiegSCpG5TuT,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,222640
El Mañana,Gorillaz,0dcMqjeDpwqB2xhzMsld0p,0.644,0.728,9,-8.396,0,0.029,0.000988,0.0279,0.473,0.607,132.488,235360
Every Planet We Reach Is Dead,Gorillaz,2pw9RZWZibttZzoFhwjuy6,0.579,0.493,4,-7.062,0,0.0271,0.0168,0.0133,0.0752,0.367,88.172,295267
November Has Come,Gorillaz,6lrDckuosGpwEHtm1hHBcf,0.702,0.567,7,-8.561,1,0.239,0.0815,2.75e-05,0.0864,0.667,84.153,165093
All Alone,Gorillaz,76Ug1q4l6rGwJ2ubV5wh3X,0.585,0.809,7,-7.837,1,0.125,0.00144,0.35,0.272,0.456,148.151,213333
All Alone,Roots Manuva,76Ug1q4l6rGwJ2ubV5wh3X,0.585,0.809,7,-7.837,1,0.125,0.00144,0.35,0.272,0.456,148.151,213333
White Light,Gorillaz,7hnW9af7GuGH5lyUUTa8UH,0.595,0.831,11,-7.846,0,0.265,0.00135,0.822,0.34,0.407,154.845,133067
DARE,Gorillaz,4Hff1IjRbLGeLgFgxvHflk,0.76,0.891,11,-5.852,0,0.0372,0.0229,0.0869,0.298,0.966,120.264,245000
Fire Coming out of the Monkey's Head,Gorillaz,1S9tfxdFr4TqoqA14gnKj3,0.769,0.621,9,-7.874,0,0.107,0.333,0.00233,0.157,0.649,100.25,199000
Don't Get Lost in Heaven,Gorillaz,4hjGZN8poACfjWCK3Og6vY,0.405,0.413,2,-10.384,1,0.0342,0.972,0.0005,0.156,0.4,124.982,131867
Demon Days,Gorillaz,2k6hpKTyubRVOmQR11ViY3,0.499,0.637,2,-9.035,1,0.0401,0.0265,0.228,0.226,0.103,125.198,268400
Re-Hash,Gorillaz,4TyL53zUFb1nJDVyU2sBHc,0.837,0.79,7,-6.717,1,0.0933,0.0274,0.728,0.0569,0.782,100.297,220840
Clint Eastwood,Gorillaz,7yMiX7n9SBvadzox8T5jzT,0.663,0.694,10,-8.627,0,0.171,0.0253,0.0,0.0698,0.525,167.953,340920
Jumper - 1998 Edit,Third Eye Blind,3354J49VpkbZJho7Ztdzpw,0.599,0.543,0,-9.226,1,0.0302,0.0129,0.00204,0.291,0.624,91.105,272973
Never Let You Go - 2008 Remaster,Third Eye Blind,1sxUaLi0G2vB7dl4ogtCxH,0.728,0.94,4,-5.034,1,0.0368,0.0814,0.000162,0.109,0.967,113.76,237240
This Is War,Thirty Seconds To Mars,2D52zjCyqEIQa221lhw6uk,0.402,0.723,6,-5.26,1,0.0579,0.0663,2e-06,0.233,0.224,160.047,326983
Why Can't We Live Together,Timmy Thomas,722E6CPY8biq4sUnf40u6Y,0.87,0.455,7,-15.31,0,0.0342,0.575,0.648,0.051,0.961,105.658,277973
Jungle Love,The Time,0QUpBXTOdB4JJyTGFN6dH1,0.761,0.641,8,-13.466,0,0.0445,0.0713,0.0269,0.483,0.822,119.61,333360
Proud Mary,Tina Turner,6gJdDnF2TzfA1WPMXuCa3x,0.397,0.499,2,-10.972,1,0.0685,0.0766,1.55e-06,0.111,0.367,171.067,327400
Acid Queen,Tina Turner,1sundllHfSBSLHcU7uk5EY,0.648,0.792,2,-7.188,1,0.0412,0.062,0.00181,0.0818,0.752,127.385,180827
Shut Up and Let Me Go,The Ting Tings,3bu5GJpyHZs8DfPlkKrnnE,0.852,0.927,7,-4.497,1,0.0581,0.0109,0.00268,0.054,0.887,107.993,171227
All I Want,Toad The Wet Sprocket,2GHYJ0dhVds3PODKnTdiGE,0.6,0.811,5,-7.693,1,0.0788,0.0558,6.82e-06,0.109,0.622,124.303,196116
Possum Kingdom,Toadies,56SkdBKyR2zOkjk6wVFI9s,0.643,0.726,9,-9.314,1,0.0255,0.000772,0.00969,0.07,0.925,100.687,308333
The Shape I'm In - Remastered 2000,The Band,4Qs8uJL6dhsJJKl2rX8a9F,0.723,0.672,7,-7.875,1,0.0356,0.243,0.00373,0.299,0.958,128.079,240573
The Shape I'm In - Remastered 2000,Todd Rundgren,4Qs8uJL6dhsJJKl2rX8a9F,0.723,0.672,7,-7.875,1,0.0356,0.243,0.00373,0.299,0.958,128.079,240573
Hello It's Me,Todd Rundgren,3gHFKiDanj4d2rqgHlRFFc,0.578,0.848,5,-6.842,1,0.0261,0.0563,0.00426,0.0963,0.779,87.246,264093
Bang the Drum All Day,Todd Rundgren,54EvqHberbpzMu7nu8hs9S,0.639,0.752,2,-12.454,1,0.0451,0.541,0.0,0.0453,0.966,143.086,215400
Can We Still Be Friends? - 2015 Remaster,Todd Rundgren,5MRIlJbi80rdC8mHUh5bpk,0.57,0.276,5,-13.47,0,0.0394,0.748,1.79e-05,0.0836,0.321,174.288,217693
We Gotta Get You a Woman - 2015 Remaster,Todd Rundgren,4I8ItX9JAA8ROVQesGscAw,0.689,0.546,2,-10.705,0,0.0374,0.708,0.0,0.135,0.882,121.205,187120
I Love,Tom T. Hall,5fTwUw09NNgCIOkEKu3bGB,0.531,0.198,4,-17.377,1,0.0286,0.782,0.0383,0.175,0.582,91.929,126667
It's Not Unusual,Tom Jones,3TlIt0ReIxPsVZcOEivT5U,0.476,0.722,0,-10.017,1,0.0646,0.598,0.0,0.184,0.909,92.966,119800
She's A Lady,Tom Jones,5JnHzjo25FY1fMQMQVOawB,0.51,0.876,2,-9.101,1,0.161,0.212,0.0,0.248,0.624,119.702,174147
What's New Pussycat?,Tom Jones,4HjwGX3pJKJTeOSDpT6GCo,0.392,0.453,2,-13.297,1,0.171,0.752,0.0,0.115,0.574,183.92,128800
Delilah,Tom Jones,2v8B8d17Xxu9uLU5sNiHSL,0.528,0.482,9,-10.939,0,0.027,0.614,0.0,0.549,0.788,95.82,204160
867-5309 / Jenny,Tommy Tutone,6iX1f3r7oUJnMbGgQ2gx1j,0.584,0.708,5,-10.039,1,0.0593,0.0264,0.00364,0.112,0.564,137.657,226200
Life Is A Highway,Tom Cochrane,7jIFGkTBIK1UwWaEXMW2Nh,0.683,0.897,5,-3.455,1,0.0465,0.0457,5.18e-06,0.286,0.752,103.051,266080
Wild Thing,Tone-Loc,0gljI0CtjpdZK6ecidfxto,0.943,0.685,7,-11.903,1,0.188,0.000507,8.56e-06,0.0604,0.813,125.515,263573
